timestamp,event,trial
789892.228031666,trial start,1
789894.277507291,stimulus onset,1
789895.277270166,decode start,1
789897.194016041,decode end,1
789897.194027625,trial end,1
789902.227929166,trial start,2
789904.260650416,stimulus onset,2
789905.260677583,decode start,2
789906.74398975,decode end,2
789906.743999416,trial end,2
789911.7786445,trial start,3
789913.81066375,stimulus onset,3
