timestamp,event,trial
788717.497951,trial start,1
788719.540671875,stimulus onset,1
788720.540032166,decode start,1
788722.356616083,decode end,1
788722.356624416,trial end,1
788727.390742333,trial start,2
788729.423382166,stimulus onset,2
